Data Source;Indicadores del desarrollo mundial;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Last Updated Date;2026-01-28;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Country Name;Country Code;Indicator Name;Indicator Code;1960;1961;1962;1963;1964;1965;1966;1967;1968;1969;1970;1971;1972;1973;1974;1975;1976;1977;1978;1979;1980;1981;1982;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022;2023;2024;
Guinea-Bissau;GNB;Gasto por alumno, nivel secundario (% del PIB per cápita);SE.XPD.SECO.PC.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Guinea Ecuatorial;GNQ;Gasto por alumno, nivel secundario (% del PIB per cápita);SE.XPD.SECO.PC.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Grecia;GRC;Gasto por alumno, nivel secundario (% del PIB per cápita);SE.XPD.SECO.PC.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12.95358;14.43964;19.2162;17.38923;16.83906;19.13739;19.42418;20.66077;;;;;;;;;;23.52266;23.02147;;;;;;;;;
Granada;GRD;Gasto por alumno, nivel secundario (% del PIB per cápita);SE.XPD.SECO.PC.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9.79725;;;;;;;;;;;;;;10.89262;;;;;;;;
Groenlandia;GRL;Gasto por alumno, nivel secundario (% del PIB per cápita);SE.XPD.SECO.PC.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Guatemala;GTM;Gasto por alumno, nivel secundario (% del PIB per cápita);SE.XPD.SECO.PC.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4.43312;5.43449;4.13167;;4.38736;4.47158;4.99263;6.07245;6.33345;;5.61372;4.91508;5.17897;5.46869;5.55752;5.06996;5.12475;5.09271;5.42101;;;;;;;
Guam;GUM;Gasto por alumno, nivel secundario (% del PIB per cápita);SE.XPD.SECO.PC.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Guyana;GUY;Gasto por alumno, nivel secundario (% del PIB per cápita);SE.XPD.SECO.PC.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10.29979;;9.6413;11.30234;10.41855;9.30185;;;;;;;;;;;;;
Ingreso alto;HIC;Gasto por alumno, nivel secundario (% del PIB per cápita);SE.XPD.SECO.PC.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;22.83037;23.059285;21.93843;22.30675;22.15453;22.52579;24.61355;25.50101;25.17227;23.577585;23.04534;23.04756;22.973355;22.82228;22.760205;;;;;;;;;
Hong Kong, Región Administrativa Especial;HKG;Gasto por alumno, nivel secundario (% del PIB per cápita);SE.XPD.SECO.PC.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17.57671;19.06971;20.23283;19.03143;17.3331;15.79267;14.94756;16.04725;17.11238;17.3341;17.11454;18.66867;19.30654;20.3016;21.33223;22.20254;22.03149;;;;;;;
Honduras;HND;Gasto por alumno, nivel secundario (% del PIB per cápita);SE.XPD.SECO.PC.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.34188;;;;;;;;;;;;
Países pobres muy endeudados (PPME);HPC;Gasto por alumno, nivel secundario (% del PIB per cápita);SE.XPD.SECO.PC.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Croacia;HRV;Gasto por alumno, nivel secundario (% del PIB per cápita);SE.XPD.SECO.PC.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Haití;HTI;Gasto por alumno, nivel secundario (% del PIB per cápita);SE.XPD.SECO.PC.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Hungría;HUN;Gasto por alumno, nivel secundario (% del PIB per cápita);SE.XPD.SECO.PC.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17.96366;18.61814;20.04444;19.46928;20.45283;26.08295;23.05623;22.6056;22.7505;22.86989;22.40992;22.1381;21.2401;20.45278;18.50098;16.31046;23.07045;21.17405;23.05651;;;;;;;;;
Sólo BIRF;IBD;Gasto por alumno, nivel secundario (% del PIB per cápita);SE.XPD.SECO.PC.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BIRF y la AIF;IBT;Gasto por alumno, nivel secundario (% del PIB per cápita);SE.XPD.SECO.PC.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
total de la AIF;IDA;Gasto por alumno, nivel secundario (% del PIB per cápita);SE.XPD.SECO.PC.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
mezcla de la AIF;IDB;Gasto por alumno, nivel secundario (% del PIB per cápita);SE.XPD.SECO.PC.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;IDN;Gasto por alumno, nivel secundario (% del PIB per cápita);SE.XPD.SECO.PC.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9.48922;9.42407;10.9866;8.28022;;10.2787;9.86514;9.95311;10.52216;;;;;;;;;;
Sólo AIF;IDX;Gasto por alumno, nivel secundario (% del PIB per cápita);SE.XPD.SECO.PC.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Isla de Man;IMN;Gasto por alumno, nivel secundario (% del PIB per cápita);SE.XPD.SECO.PC.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
India;IND;Gasto por alumno, nivel secundario (% del PIB per cápita);SE.XPD.SECO.PC.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;25.36353;25.33873;23.94886;;20.30911;18.33907;17.26857;16.74737;;;13.59323;14.1265;15.22846;15.71915;16.8546;;;;;;;;;;;;
No clasificado;INX;Gasto por alumno, nivel secundario (% del PIB per cápita);SE.XPD.SECO.PC.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Irlanda;IRL;Gasto por alumno, nivel secundario (% del PIB per cápita);SE.XPD.SECO.PC.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;16.89746;16.40665;15.881;16.57645;17.19065;18.51165;20.12035;20.64926;21.55856;22.52579;26.759;28.67095;27.67082;27.56937;25.84874;23.72087;21.61642;16.4223;15.94208;;;;;;;;;
Irán, República Islámica del;IRN;Gasto por alumno, nivel secundario (% del PIB per cápita);SE.XPD.SECO.PC.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9.36632;10.91803;10.893;11.12458;10.68167;15.92368;18.76669;16.67108;17.3807;18.10703;13.95207;13.76346;17.89104;14.66707;14.37244;16.89063;17.52858;;;;;;;;
Iraq;IRQ;Gasto por alumno, nivel secundario (% del PIB per cápita);SE.XPD.SECO.PC.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Islandia;ISL;Gasto por alumno, nivel secundario (% del PIB per cápita);SE.XPD.SECO.PC.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;18.62467;18.31782;20.72114;21.49706;20.97958;22.10474;22.04173;21.98723;20.5995;20.51894;20.85266;19.40782;19.60857;17.84044;18.11362;19.35348;20.35202;19.39879;;;;;;;;;
Israel;ISR;Gasto por alumno, nivel secundario (% del PIB per cápita);SE.XPD.SECO.PC.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;18.7449;17.80257;18.57395;18.83818;18.324;17.86329;17.16103;17.25575;15.95278;17.0867;15.9144;15.30056;15.2685;18.16251;17.82235;17.66172;18.64104;18.65667;;;;;;;;;
Italia;ITA;Gasto por alumno, nivel secundario (% del PIB per cápita);SE.XPD.SECO.PC.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;26.45973;26.66567;25.61669;28.96487;25.89904;27.12478;25.90226;25.41326;26.91962;23.82647;25.24489;25.25676;23.94346;22.57048;22.53656;22.90814;22.22138;22.90489;;;;;;;;;;
Jamaica;JAM;Gasto por alumno, nivel secundario (% del PIB per cápita);SE.XPD.SECO.PC.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.59758;18.0983;19.3919;;20.67751;27.82381;23.93507;25.0147;26.91643;;30.84302;24.15659;28.75004;27.60237;27.15691;29.72732;;;;;;;
Jordania;JOR;Gasto por alumno, nivel secundario (% del PIB per cápita);SE.XPD.SECO.PC.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;16.99921;;;17.94886;19.73128;18.54845;20.30219;17.61706;17.8379;16.58898;;;18.64112;;;;;;17.09086;15.58689;;;;;;;
Japón;JPN;Gasto por alumno, nivel secundario (% del PIB per cápita);SE.XPD.SECO.PC.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;24.73159;24.01273;;24.05154;;;;;;;;;
Kazajstán;KAZ;Gasto por alumno, nivel secundario (% del PIB per cápita);SE.XPD.SECO.PC.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;21.9914;;;;;;;;;;;;;;;;18.6624;19.54299;19.15682;21.20877;;;;;;;;;
Kenya;KEN;Gasto por alumno, nivel secundario (% del PIB per cápita);SE.XPD.SECO.PC.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;14.67202;16.14841;;20.79943;22.77824;;21.66303;;;;;;;;;;;;;;;;;;;
Kirguistán;KGZ;Gasto por alumno, nivel secundario (% del PIB per cápita);SE.XPD.SECO.PC.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Camboya;KHM;Gasto por alumno, nivel secundario (% del PIB per cápita);SE.XPD.SECO.PC.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10.83472;;;6.05226;;;;;;;;;;;;;;;;;;;;;;;;
Kiribati;KIR;Gasto por alumno, nivel secundario (% del PIB per cápita);SE.XPD.SECO.PC.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Saint Kitts y Nevis;KNA;Gasto por alumno, nivel secundario (% del PIB per cápita);SE.XPD.SECO.PC.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12.43709;17.55246;;;;;;;;;
Corea, República de;KOR;Gasto por alumno, nivel secundario (% del PIB per cápita);SE.XPD.SECO.PC.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;13.7966;14.37284;;;;;;;;;;;;;;;;;28.17817;;;;;;;;;
Kuwait;KWT;Gasto por alumno, nivel secundario (% del PIB per cápita);SE.XPD.SECO.PC.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;19.01153;16.05232;15.45381;13.07471;;13.97006;;;21.75684;;;17.29438;;;;;;;;;;;
América Latina y el Caribe (excluido altos ingresos);LAC;Gasto por alumno, nivel secundario (% del PIB per cápita);SE.XPD.SECO.PC.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;11.551885;;10.5449;;12.192805;13.00607;;11.08977;14.061375;15.18312;13.05389;13.52644;11.972645;15.53822;14.519865;14.73504;14.67095;;;;;;;;;
República Democrática Popular Lao;LAO;Gasto por alumno, nivel secundario (% del PIB per cápita);SE.XPD.SECO.PC.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;18.22121;;;;;9.20525;;;;;;;7.56247;7.34751;7.98237;7.79207;14.51405;12.53244;;;;;;;;;;;
Líbano;LBN;Gasto por alumno, nivel secundario (% del PIB per cápita);SE.XPD.SECO.PC.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4.53323;6.3953;;;;;;;;;;;;
Liberia;LBR;Gasto por alumno, nivel secundario (% del PIB per cápita);SE.XPD.SECO.PC.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17.73005;;;;;;;;;;
Libia;LBY;Gasto por alumno, nivel secundario (% del PIB per cápita);SE.XPD.SECO.PC.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Santa Lucía;LCA;Gasto por alumno, nivel secundario (% del PIB per cápita);SE.XPD.SECO.PC.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.74358;;;;;16.11956;;;;;15.82782;18.70998;19.16884;19.48157;21.05807;23.02499;26.01769;24.94055;;22.74112;;;;;;;
América Latina y el Caribe;LCN;Gasto por alumno, nivel secundario (% del PIB per cápita);SE.XPD.SECO.PC.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;13.581665;;12.11779;;12.449425;12.63158;;12.64539;14.912265;16.28547;15.0084;14.55474;13.49473;15.885795;15.39478;15.20393;15.0163;;;;;;;;;
Países menos desarrollados: clasificación de las Naciones Unidas;LDC;Gasto por alumno, nivel secundario (% del PIB per cápita);SE.XPD.SECO.PC.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;15.26261;;;;;;;;;;;;;;
Países de ingreso bajo;LIC;Gasto por alumno, nivel secundario (% del PIB per cápita);SE.XPD.SECO.PC.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;21.36509;;;;;;;;;;;;;;
Liechtenstein;LIE;Gasto por alumno, nivel secundario (% del PIB per cápita);SE.XPD.SECO.PC.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10.99839;10.89959;;10.64002;10.08763;11.84644;;12.40095;13.34068;;;;;;;;;;;;;;
Sri Lanka;LKA;Gasto por alumno, nivel secundario (% del PIB per cápita);SE.XPD.SECO.PC.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7.33734;7.37514;5.99061;6.2864;;;14.07718;11.52081;7.6737;;;;;;;
Países de ingreso mediano bajo;LMC;Gasto por alumno, nivel secundario (% del PIB per cápita);SE.XPD.SECO.PC.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ingreso mediano y bajo;LMY;Gasto por alumno, nivel secundario (% del PIB per cápita);SE.XPD.SECO.PC.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lesotho;LSO;Gasto por alumno, nivel secundario (% del PIB per cápita);SE.XPD.SECO.PC.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;125.03304;;74.63327;76.61741;60.94899;;;;49.2689;42.51518;;48.42486;;;;;;;;;;29.99591;;;;;;;
avanzada del dividendo demográfico;LTE;Gasto por alumno, nivel secundario (% del PIB per cápita);SE.XPD.SECO.PC.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17.089335;;;;17.85923;20.54694;19.96232;20.47797;;20.0836;;;;;;;;;;;;
Lituania;LTU;Gasto por alumno, nivel secundario (% del PIB per cápita);SE.XPD.SECO.PC.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;19.6426;20.67074;19.32105;19.49586;18.97511;21.28845;25.74526;21.47123;19.26853;18.51143;18.30123;18.28679;17.42974;17.89823;;;;;;;;;
Luxemburgo;LUX;Gasto por alumno, nivel secundario (% del PIB per cápita);SE.XPD.SECO.PC.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23.40646;22.38807;22.60367;20.22111;18.5065;22.25933;;19.89421;17.70726;21.60472;19.89466;20.53711;19.40807;;;;;;;;;;
Letonia;LVA;Gasto por alumno, nivel secundario (% del PIB per cápita);SE.XPD.SECO.PC.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;35.13865;23.03834;22.97599;22.86299;24.01232;24.62165;22.93571;22.5048;;17.3995;21.72997;26.16182;30.33621;27.765;25.83417;34.982;36.94747;27.415;28.27553;26.43476;;;;;;;;;
Región Administrativa Especial de Macao, China;MAC;Gasto por alumno, nivel secundario (% del PIB per cápita);SE.XPD.SECO.PC.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10.09118;;;;;;;;;;;;;;;;;;;;;;;;;
Isla de San Martín (parte francesa);MAF;Gasto por alumno, nivel secundario (% del PIB per cápita);SE.XPD.SECO.PC.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Marruecos;MAR;Gasto por alumno, nivel secundario (% del PIB per cápita);SE.XPD.SECO.PC.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;43.46487;43.46374;;41.33937;42.65523;40.70512;38.16836;55.23619;34.28033;37.37614;32.85369;30.66528;34.25907;33.82673;36.35944;;;;;;;;;;;;;
Mónaco;MCO;Gasto por alumno, nivel secundario (% del PIB per cápita);SE.XPD.SECO.PC.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7.14001;6.99002;6.92836;6.70746;;;;6.2045;;;;;6.16719;5.90471;9.62806;12.41219;8.47234;5.0766;;4.9479;;;;;;;;;
República de Moldova;MDA;Gasto por alumno, nivel secundario (% del PIB per cápita);SE.XPD.SECO.PC.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;38.35193;31.61281;39.37079;32.78984;31.92282;31.59522;;32.40743;32.85989;30.51211;30.9975;31.08682;;;;;;;
Madagascar;MDG;Gasto por alumno, nivel secundario (% del PIB per cápita);SE.XPD.SECO.PC.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;21.49602;15.4034;12.51796;13.59396;11.63491;;10.27007;8.40601;;;;;;;;;;;;;
Maldivas;MDV;Gasto por alumno, nivel secundario (% del PIB per cápita);SE.XPD.SECO.PC.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Oriente Medio, Norte de África, Afganistán y Pakistán;MEA;Gasto por alumno, nivel secundario (% del PIB per cápita);SE.XPD.SECO.PC.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
México;MEX;Gasto por alumno, nivel secundario (% del PIB per cápita);SE.XPD.SECO.PC.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;14.13979;11.50334;;15.64125;13.42251;14.97844;14.02877;14.71323;13.83766;13.57756;13.40078;15.38007;15.24485;15.30209;15.32661;15.53822;15.39478;15.20393;14.42638;;;;;;;;;
Islas Marshall;MHL;Gasto por alumno, nivel secundario (% del PIB per cápita);SE.XPD.SECO.PC.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;27.80286;;;;;;;;;;;;;;;;;;;;;;;
 Ingreso mediano;MIC;Gasto por alumno, nivel secundario (% del PIB per cápita);SE.XPD.SECO.PC.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Macedonia del Norte;MKD;Gasto por alumno, nivel secundario (% del PIB per cápita);SE.XPD.SECO.PC.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Malí;MLI;Gasto por alumno, nivel secundario (% del PIB per cápita);SE.XPD.SECO.PC.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;57.93315;43.31578;;;;;;;;;34.32229;32.30202;35.6859;26.9387;;24.59454;21.93312;23.14329;20.51885;25.49535;;;;;;;;
Malta;MLT;Gasto por alumno, nivel secundario (% del PIB per cápita);SE.XPD.SECO.PC.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;19.79012;;;;20.36733;;17.24774;;;27.82559;31.51155;;32.91001;65.04481;40.50117;39.16536;34.51957;29.54522;;;;;;;;;;
Myanmar;MMR;Gasto por alumno, nivel secundario (% del PIB per cápita);SE.XPD.SECO.PC.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;11.39294;10.30288;;;;;;;
Oriente Medio y Norte de África (excluido altos ingresos);MNA;Gasto por alumno, nivel secundario (% del PIB per cápita);SE.XPD.SECO.PC.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Montenegro;MNE;Gasto por alumno, nivel secundario (% del PIB per cápita);SE.XPD.SECO.PC.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Mongolia;MNG;Gasto por alumno, nivel secundario (% del PIB per cápita);SE.XPD.SECO.PC.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;29.13959;;;;;;;10.63871;;;;;;15.40936;;;;;;;;;;;;;;;
Mariana;MNP;Gasto por alumno, nivel secundario (% del PIB per cápita);SE.XPD.SECO.PC.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Mozambique;MOZ;Gasto por alumno, nivel secundario (% del PIB per cápita);SE.XPD.SECO.PC.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;71.6733;;;;;;61.07715;50.23933;;;;;;;;;;;;
Mauritania;MRT;Gasto por alumno, nivel secundario (% del PIB per cápita);SE.XPD.SECO.PC.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;39.26591;;31.75508;;;;;;21.00296;;;30.82428;;26.51682;18.63417;19.45241;15.27856;;17.85968;14.17252;;;;;;;;;
Mauricio;MUS;Gasto por alumno, nivel secundario (% del PIB per cápita);SE.XPD.SECO.PC.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;13.94423;12.5487;17.90235;17.18023;16.99654;16.23509;;14.28882;14.12152;18.40825;16.02497;18.15235;19.19303;28.72759;30.67578;31.32815;31.95951;31.32456;;;;;;;
Malawi;MWI;Gasto por alumno, nivel secundario (% del PIB per cápita);SE.XPD.SECO.PC.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9.55457;25.08969;21.81999;;;;;;;;;17.40599;24.92814;;23.88129;20.54724;26.41518;24.02977;;;;;;;;;
Malasia;MYS;Gasto por alumno, nivel secundario (% del PIB per cápita);SE.XPD.SECO.PC.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;16.59577;;;21.67149;26.3833;27.00911;25.10558;20.26725;;13.8087;13.77379;11.99764;21.34924;18.05817;19.1991;20.8482;20.06423;;;21.14754;22.59321;22.81098;;;;;;;
América del Norte;NAC;Gasto por alumno, nivel secundario (% del PIB per cápita);SE.XPD.SECO.PC.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;24.28969;21.111395;22.76782;22.58939;22.36455;21.68055;22.1348;;;;;;;;;
Namibia;NAM;Gasto por alumno, nivel secundario (% del PIB per cápita);SE.XPD.SECO.PC.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;31.00648;28.90936;27.72323;22.71822;21.71214;;;18.47535;;15.36475;;;;;;;;;;;;;;;;;
Nueva Caledonia;NCL;Gasto por alumno, nivel secundario (% del PIB per cápita);SE.XPD.SECO.PC.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Níger;NER;Gasto por alumno, nivel secundario (% del PIB per cápita);SE.XPD.SECO.PC.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;46.83824;52.80296;50.94294;58.7501;42.6507;51.05611;47.21979;51.99767;73.18089;65.02605;20.61046;17.13543;;;;;;;;
Nigeria;NGA;Gasto por alumno, nivel secundario (% del PIB per cápita);SE.XPD.SECO.PC.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Nicaragua;NIC;Gasto por alumno, nivel secundario (% del PIB per cápita);SE.XPD.SECO.PC.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.97574;3.5145;;;;7.42901;;;;;;;;;;;;;;;
Países Bajos;NLD;Gasto por alumno, nivel secundario (% del PIB per cápita);SE.XPD.SECO.PC.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;19.95678;;;;;;;;;;;;;;;;;22.73967;23.12418;;;;;;;;;
Noruega;NOR;Gasto por alumno, nivel secundario (% del PIB per cápita);SE.XPD.SECO.PC.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;18.13375;29.75334;;;;29.99078;31.71205;29.40803;28.10482;25.36861;25.6322;24.61355;28.30466;26.76168;25.75067;;24.491;24.28563;26.35316;26.78578;;;;;;;;;
